Mã KH,Số Phiếu Xuất,,Ngày Ghi Sổ,Diễn Giải,Mã Sản Phẩm,Tên Sản Phẩm,Số Lượng,Thành Tiền,,,,,,,,,,,,
,XBH011612/078,,12/23/16 0:00,Xuất bán T12/78 - 715-1 - LSX 49,LTCBIS1F310SP1,Bistro Chair_F310,"1,400.00","14,700.00",,,,,,,,,,,,
,XBH011612/079,,12/23/16 0:00,Xuất bán T12/79 - 732-1 - LSX 49,LTCPRI1F310SK1,Prisca Chair_F310,"1,512.00","23,133.60",,,,,,,,,,,,
,XBH011612/080,,12/23/16 0:00,Xuất bán T12/80 - 063 - LSX 49,LTCTON1F310SP1,Tona Chair_F310,620.00,"12,586.00",,,,,,,,,,,,
,XBH011612/081,,12/23/16 0:00,Xuất bán T12/81 - 715 - LSX 49,LTCTON1F310SP1,Tona Chair_F310,340.00,"6,902.00",,,,,,,,,,,,
,,,,,LTCTON1F343APAP1,Tona Chair_F343,220.00,"4,466.00",,,,,,,,,,,,
,,,,,LTTVIE1F310SC1,Vieste Table_F310,12.00,744.00,,,,,,,,,,,,
,,,,,LTTVIE1F343SC1,Vieste Table_F343,13.00,806.00,,,,,,,,,,,,
,,,,Xuất bán T12/81 - 715 - LSX 49 Total,,,585.00,"12,918.00",,,,,,,,,,,,
,XBH011612/082,,12/23/16 0:00,Xuất bán T12/82 - 069-3 - LSX 49,LTCWIC1F310SC1,Wicky Chair_F310,224.00,"4,928.00",,,,,,,,,,,,
,,,,,LTTWICTF310SC1,Wicky Table_F310,112.00,"5,600.00",,,,,,,,,,,,
,,,,Xuất bán T12/82 - 069-3 - LSX 49 Total,,,336.00,"10,528.00",,,,,,,,,,,,
,XBH011612/084,,12/24/16 0:00,Xuất bán T12/84 - 732- LSX 49,LTCTON1F310SP1,Tona Chair_F310,620.00,"12,586.00",,,,,,,,,,,,
,XBH011612/085,,12/24/16 0:00,Xuất bán T12/8 - 042 - LSX 49,LTCBOG1F310SC,Bogensy Bench_F310,13.00,630.50,,,,,,,,,,,,
,,,,,LTCBOG2F343ACK1,Bogense Bench_F343,13.00,630.50,,,,,,,,,,,,
,,,,,LTCTON1F310SP1,Tona Chair_F310,112.00,"2,273.60",,,,,,,,,,,,
,,,,,LTTROU1F310SC1,LT-ME41 (Round table)_F310,36.00,"2,880.00",,,,,,,,,,,,
,,,,Xuất bán T12/8 - 042 - LSX 49 Total,,,174.00,"6,414.60",,,,,,,,,,,,
,XBH011612/089,,12/26/16 0:00,Xuất bán T12/89 - 075- LSX 49 ,LTCPRI1F310SK1,Prisca Chair_F310,"1,260.00","19,278.00",,,,,,,,,,,,
,XBH011612/090,,12/26/16 0:00,Xuất bán T12/90 - 075- LSX 49 ,LTCPRI1F220SP1,Prisca Chair_F220,210.00,"3,213.00",,,,,,,,,,,,
,,,,,LTCPRI1F310SK1,Prisca Chair_F310,990.00,"15,147.00",,,,,,,,,,,,
,,,,Xuất bán T12/90 - 075- LSX 49  Total,,,"1,200.00","18,360.00",,,,,,,,,,,,
,XBH011612/091,,12/26/16 0:00,Xuất bán T12/91 - 075- LSX 49 ,LTCPRI1F220SP1,Prisca Chair_F220,570.00,"8,721.00",,,,,,,,,,,,
,XBH011612/092,,12/26/16 0:00,Xuất bán T12/92 - 075- LSX 49 ,LTCBIS1F310SP1,Bistro Chair_F310,336.00,"3,528.00",,,,,,,,,,,,
,,,,,LTCPRI1F343SP1,Prisca Chair_F343,930.00,"14,229.00",,,,,,,,,,,,
,,,,Xuất bán T12/92 - 075- LSX 49  Total,,,"1,266.00","17,757.00",,,,,,,,,,,,
,XBH011612/093,,12/26/16 0:00,Xuất bán T12/93 - 077- LSX 49 ,LTCBIS1F310SP1,Bistro Chair_F310,364.00,"3,822.00",,,,,,,,,,,,
,,,,,LTCTON1F310SP1,Tona Chair_F310,48.00,974.40,,,,,,,,,,,,
,,,,,LTCTON1F343APAP1,Tona Chair_F343,32.00,649.60,,,,,,,,,,,,
,,,,Xuất bán T12/93 - 077- LSX 49  Total,,,444.00,"5,446.00",,,,,,,,,,,,
,XBH011612/102,,12/27/16 0:00,Xuất bán T12/102 -077-1 - LSX 39,LTCPRI1F220SP1,Prisca Chair_F220,120.00,"1,836.00",,,,,,,,,,,,
,,,,,LTCPRI1F310SK1,Prisca Chair_F310,120.00,"1,836.00",,,,,,,,,,,,
,,,,,LTCPRI1F343SP1,Prisca Chair_F343,120.00,"1,836.00",,,,,,,,,,,,
,,,,,LTTVIE1F310SC1,Vieste Table_F310,20.00,"1,240.00",,,,,,,,,,,,
,,,,,LTTVIE1F343SC1,Vieste Table_F343,10.00,620.00,,,,,,,,,,,,
,,,,,LTTROU1F310SC1,LT-ME41 (Round table)_F310,28.00,"2,240.00",,,,,,,,,,,,
,,,,Xuất bán T12/102 -077-1 - LSX 39 Total,,,418.00,"9,608.00",,,,,,,,,,,,
,XBH011612/103,,12/27/16 0:00,Xuất bán T12/103 -069-1 - LSX 49,LTBSUN1F310SC1,Sunbed_F310,270.00,"13,365.00",,,,,,,,,,,,
,XBH011612/121,,12/31/16 0:00,Xuất bán T12/121 - 725- LSX 49,LTCLAB1F310SK1,LT_ME53 (Labing Chair)_F310,47.00,"2,082.10",,,,,,,,,,,,
,,,,,LTCPRI2F310SK1,Prisca Bench_F310,112.00,"3,248.00",,,,,,,,,,,,
,,,,Xuất bán T12/121 - 725- LSX 49 Total,,,159.00,"5,330.10",,,,,,,,,,,,
,XBH011701/001,,1/4/17 0:00,Xuất bán T01/001 - 075-1 - LSX 49,LTTVIE1F310SC1,Vieste Table_F310,88.00,"5,456.00",,,,,,,,,,,,
,,,,,LTTVIE1F343SC1,Vieste Table_F343,88.00,"5,456.00",,,,,,,,,,,,
,,,,Xuất bán T01/001 - 075-1 - LSX 49 Total,,,176.00,"10,912.00",,,,,,,,,,,,
,XBH011701/024,,1/9/17 0:00,Xuất bán T01/024 - 067 - LSX 49,LTBSUN1F310SC1,Sunbed_F310,37.00,"1,831.50",,,,,,,,,,,,
,,,,,LTTVIE1F310SC1,Vieste Table_F310,62.00,"3,844.00",,,,,,,,,,,,
,,,,,LTTVIE1F343SC1,Vieste Table_F343,37.00,"2,294.00",,,,,,,,,,,,
,,,,Xuất bán T01/024 - 067 - LSX 49 Total,,,136.00,"7,969.50",,,,,,,,,,,,
,XBH011701/028,,1/10/17 0:00,Xuất bán T01/028 - 067-1 - LSX 49,LTCBIS1F310SP1,Bistro Chair_F310,336.00,"3,528.00",,,,,,,,,,,,
,,,,,LTCPRI1F310SK1,Prisca Chair_F310,540.00,"8,262.00",,,,,,,,,,,,
,,,,,LTCTON1F343APAP1,Tona Chair_F343,128.00,"2,598.40",,,,,,,,,,,,
,,,,Xuất bán T01/028 - 067-1 - LSX 49 Total,,,"1,004.00","14,388.40",,,,,,,,,,,,
,XBH011701/032,,1/12/17 0:00,Xuất bán T01/032 - 010- LSX 49 ,LTCBIS1F310SP1,Bistro Chair_F310,"1,400.00","14,700.00",,,,,,,,,,,,
,XBH011701/043,,1/16/17 0:00,Xuất bán T01/043 - 069 - lsx 49,LTCWIC1F310SC1,Wicky Chair_F310,224.00,"5,264.00",,,,,,,,,,,,
,,,,,LTTWICTF310SC1,Wicky Table_F310,112.00,"5,264.00",,,,,,,,,,,,
,,,,Xuất bán T01/043 - 069 - lsx 49 Total,,,336.00,"10,528.00",,,,,,,,,,,,
,XBH011701/049,,1/16/17 0:00,Xuất bán T01/049 - 069-1 - lsx 49,LTBSUN1F310SC1,Sunbed_F310,270.00,"13,365.00",,,,,,,,,,,,
,XBH011701/050,,1/16/17 0:00,Xuất bán T01/050 - 069-1 - lsx 49,LTBSUN1F310SC1,Sunbed_F310,270.00,"13,365.00",,,,,,,,,,,,
,XBH011701/051,,1/17/17 0:00,Xuất bán T01/051 - 069-2 - lsx 49,LTCTEN1F310SC2,Tenby Chair_F310,312.00,"9,984.00",,,,,,,,,,,,
,XBH011701/052,,1/17/17 0:00,Xuất bán T01/052 - 700 - lsx 49,LTCTON1F343APAP1,Tona Chair_F343,496.00,"10,068.80",,,,,,,,,,,,
,XBH011701/054,,1/17/17 0:00,Xuất bán T01/054 - 700-1 - LSX 49,LTCLAB1F343SK1,LT_ME53 (Labing Chair)_F343,240.00,"10,632.00",,,,,,,,,,,,
,XBH011701/055,,1/17/17 0:00,Xuất bán T01/055 - 700-1 - LSX 49,LTCLAB1F343SK1,LT_ME53 (Labing Chair)_F343,168.00,"7,442.40",,,,,,,,,,,,
,XBH011701/056,,1/17/17 0:00,Xuất bán T01/056 - 111 - LSX 49,LTCBAL1F247SCK1,Balkon Chair_F247,340.00,"31,620.00",,,,,,,,,,,,
,XBH011701/057,,1/17/17 0:00,Xuất bán T01/057 - 111 - LSX 49,LTCBAL1F247SCK1,Balkon Chair_F247,330.00,"30,690.00",,,,,,,,,,,,
,XBH011701/066,,1/19/17 0:00,Xuất bán T01/066 - 063 -  LSX 49,LTCPRI1F310SK1,Prisca Chair_F310,"1,512.00","23,133.60",,,,,,,,,,,,
,XBH011701/076,,1/20/17 0:00,Xuất bán T01/076 - 111 - lsx 49,LTCPRI1F247SP1,Prisca Chair_F247,"1,008.00","15,422.40",,,,,,,,,,,,
,XBH011701/077,,1/20/17 0:00,Xuất bán T01/077 - 111 - lsx 49,LTCPRI1F247SP1,Prisca Chair_F247,"1,008.00","15,422.40",,,,,,,,,,,,
,XBH011701/112,,1/23/17 0:00,Xuất bán T01/112 - 111- lsx 49,LTCPRI1F247SP1,Prisca Chair_F247,"1,008.00","15,422.40",,,,,,,,,,,,
,XBH011702/001,,2/6/17 0:00,Xuất T02/01 -715- lsx 48,LTCBIS1F310SP1,Bistro Chair_F310,"1,400.00","14,700.00",,,,,,,,,,,,
,XBH011702/037,,2/16/17 0:00,Xuất T02/37 - 069-2 - LSX 49,LTCBIS1F310SP1,Bistro Chair_F310,"1,700.00","17,850.00",,,,,,,,,,,,
,XBH011702/050,,2/17/17 0:00,Xuất T02/050-LT-ME 23/069- LSX 49,LTBSUN1F310SC1,Sunbed_F310,270.00,"13,365.00",,,,,,,,,,,,
,XBH011702/059,,2/22/17 0:00,Xuất bán T02/059-LT-ME 60/069-3- LSX 49,LTCWIC1F310SC1,Wicky Chair_F310,222.00,"5,217.00",,,,,,,,,,,,
,,,,,LTTWICTF310SC1,Wicky Table_F310,111.00,"5,217.00",,,,,,,,,,,,
,,,,Xuất bán T02/059-LT-ME 60/069-3- LSX 49 Total,,,333.00,"10,434.00",,,,,,,,,,,,
,XBH011702/069,,2/23/17 0:00,Xuất bán T02/069-LT-ME 26/732- LSX 49,LTCPRI1F310SK1,Prisca Chair_F310,"1,512.00","23,133.60",,,,,,,,,,,,
,XBH011703/035,,3/7/17 0:00,Xuất bán T03/35 - 700 - LSX 72,LTCLAB1F343SK1,LT_ME53 (Labing Chair)_F343,240.00,"10,632.00",,,,,,,,,,,,
,XBH011704/027,,4/7/17 0:00,Xuất bán T04/27 -710- LSX 77,LTCTON1F343APAP1,Tona Chair_F343,412.00,"8,363.60",,,,,,,,,,,,
,XBH011704/055,,4/10/17 0:00,Xuất bán T04/55- LT_ME 51/710- LSX 77,LTCBIS1F310SP1,Bistro Chair_F310,"1,008.00","10,584.00",,,,,,,,,,,,
,XBH011704/056,,4/10/17 0:00,Xuất bán T04/56- LT_ME 51/710- LSX 77,LTCBIS1F310SP1,Bistro Chair_F310,392.00,"4,116.00",,,,,,,,,,,,
,XBH011704/057,,4/10/17 0:00,Xuất bán T04/57- LT_ME 51/710- LSX 77,LTCBIS1F310SP1,Bistro Chair_F310,616.00,"6,468.00",,,,,,,,,,,,
,XHM011605/007,,5/16/16 0:00,Xuất hàng mẫu đi text theo phiếu yêu cầu xuất xưởng đã được duyệt ngày 16/05/2016,LTSAM00124WI,Mẫu LT-ME50 dây F210_LSX16042,1.00,0.00,,,,,,,,,,,,
,XHM011610/003,,10/25/16 0:00,"Xuất  mẫu cho khách hàng theo phiếu xuất xưởng ngày 25/10/2016,Gửi mẫu đối chứng không thu hồi, khách hàng chịu cước",LTSAM00054WI,Mẫu LT-ME23,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00079WI,Mẫu LT-ME54 (Jullerup chair),1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00202WI,Mẫu LT-ME60,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00230WI,Mẫu LT-ME51,4.00,0.00,,,,,,,,,,,,
,,,,"Xuất  mẫu cho khách hàng theo phiếu xuất xưởng ngày 25/10/2016,Gửi mẫu đối chứng không thu hồi, khách hàng chịu cước Total",,,7.00,0.00,,,,,,,,,,,,
,XKC011701/041,,1/20/17 0:00,Xuất mẫu  theo phiếu yêu cầu xuất xưởng ngày 20/1/2016- mẫu không thu tiền,LTSAM00302WI,Mẫu LT-ME 74,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00303WI,Mẫu LT-ME 75,1.00,0.00,,,,,,,,,,,,
,,,,Xuất mẫu  theo phiếu yêu cầu xuất xưởng ngày 20/1/2016- mẫu không thu tiền Total,,,2.00,0.00,,,,,,,,,,,,
,XKC011704/038,,4/18/17 0:00,Xuất chở mẫu seal mừa 2016 đi TUV update test theo phiếu yêu câu xuất xưỏng nagỳ 20.4.2017,LTSAM00075WI,Mẫu LT-ME29,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00272WI,Mẫu LT-ME41 ( Round table )_F343,1.00,0.00,,,,,,,,,,,,
,,,,Xuất chở mẫu seal mừa 2016 đi TUV update test theo phiếu yêu câu xuất xưỏng nagỳ 20.4.2017 Total,,,2.00,0.00,,,,,,,,,,,,
,XKC011704/039,,4/18/17 0:00,Xuất mẫu theo phiếu yêu cầu xuất xửơng ngày 18.4.2017- mẫu không thu tiền,LTSAM00050WI,Mẫu LT-ME26,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00053WI,Mẫu LT-ME25,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00054WI,Mẫu LT-ME23,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00068WI,Mẫu LT-ME53 (Labing chair),1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00075WI,Mẫu LT-ME29,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00230WI,Mẫu LT-ME51,1.00,0.00,,,,,,,,,,,,
,,,,,LTTROUTF343S1WI,LT-ME41 ( Round table )_F343,1.00,0.00,,,,,,,,,,,,
,,,,Xuất mẫu theo phiếu yêu cầu xuất xửơng ngày 18.4.2017- mẫu không thu tiền Total,,,7.00,0.00,,,,,,,,,,,,
MET852MGB Total,,,,,,,"94,874.00","1,757,068.80",,,,,,,,,,,,
MXL421MXL,XBH011609/017,,9/12/16 0:00,Xuất bán T09/17 - 00IRC -LSX2016/ 36,LTCGAR1H374SK1,Gartengarnitur Chair_H374,288.00,"9,120.96",,,,,,,,,,,,
,,,,,LTTGARH374SK1,Gartengarnitur Table_H374,72.00,"4,559.04",,,,,,,,,,,,
,,,,Xuất bán T09/17 - 00IRC -LSX2016/ 36 Total,,,360.00,"13,680.00",,,,,,,,,,,,
,XBH011609/018,,9/12/16 0:00,Xuất bán T09/18 - 00IRC -LSX2016/ 36,LTCGAR1H374SK1,Gartengarnitur Chair_H374,288.00,"9,120.96",,,,,,,,,,,,
,,,,,LTTGARH374SK1,Gartengarnitur Table_H374,72.00,"4,559.04",,,,,,,,,,,,
,,,,Xuất bán T09/18 - 00IRC -LSX2016/ 36 Total,,,360.00,"13,680.00",,,,,,,,,,,,
,XBH011612/098,,12/27/16 0:00,Xuất bán T12/98 - 00IW7 - LSX 36 ,LTCGAR1H374SK1,Gartengarnitur Chair_H374,288.00,"5,760.00",,,,,,,,,,,,
,,,,,LTTGARH374SK1,Gartengarnitur Table_H374,72.00,"7,920.00",,,,,,,,,,,,
,,,,Xuất bán T12/98 - 00IW7 - LSX 36  Total,,,360.00,"13,680.00",,,,,,,,,,,,
MXL421MXL Total,,,,,,,"1,080.00","41,040.00",,,,,,,,,,,,
NIN61NIN,XBH011609/069,,9/30/16 0:00,Xuất bán T9/069 - 08062016-1- LSX 43,LTCANG1F253SC1,ANGEBOT GARDEN GHẾ ĐƠN F253,100.00,"2,800.00",,,,,,,,,,,,
,,,,,LTCANG2F253SC1,ANGEBOT GARDEN GHẾ ĐÔI F253,50.00,"1,700.00",,,,,,,,,,,,
,,,,,LTCJAPLF253SC1,Japan Sofa Left_F253,44.00,"1,870.00",,,,,,,,,,,,
,,,,,LTCJAPN253SC1,Japan Sofa Middle_F253,44.00,"1,870.00",,,,,,,,,,,,
,,,,,LTCJAPR253SC1,Japan Sofa Right_F253,44.00,"1,870.00",,,,,,,,,,,,
,,,,,LTTANG1F253SC1,ANGEBOT GARDEN TABLE F253,50.00,"2,250.00",,,,,,,,,,,,
,,,,,LTTJAP1F253SC1,Japan Sofa Table_F253,44.00,"1,870.00",,,,,,,,,,,,
,,,,Xuất bán T9/069 - 08062016-1- LSX 43 Total,,,376.00,"14,230.00",,,,,,,,,,,,
,XBH011610/014,,10/10/16 0:00,Xuất bán T10/014 - 08062016-1 -LSX 43,LTCBOR1F253SP,Bork Chair_F253,290.00,"5,655.00",,,,,,,,,,,,
,,,,,LTCBOR1F253SPA2,HIGH BORK CHAIR_F253,216.00,"4,860.00",,,,,,,,,,,,
,,,,Xuất bán T10/014 - 08062016-1 -LSX 43 Total,,,506.00,"10,515.00",,,,,,,,,,,,
NIN61NIN Total,,,,,,,882.00,"24,745.00",,,,,,,,,,,,
NOR49GLO,_XBH011703/068,,3/15/17 0:00,Xuất bán T03/078 - 1000260-1000261-1000262 - 44,LTCPRI1F310SK1,Prisca Chair_F310,864.00,"12,147.84",,,,,,,,,,,,
,,,,,LTTSQU1F310SC1,Square Table_F310,115.00,"6,925.30",,,,,,,,,,,,
,,,,,LTTREC1F310SC1,Rect Table_F310,105.00,"8,694.00",,,,,,,,,,,,
,,,,Xuất bán T03/078 - 1000260-1000261-1000262 - 44 Total,,,"1,084.00","27,767.14",,,,,,,,,,,,
,_XBH011703/069,,3/15/17 0:00,Xuất bán T03/079 - 1000263 - LSX 44,LTCSOS1F310SP1,Sosan Chair_F310,572.00,"17,497.48",,,,,,,,,,,,
,_XBH011703/070,,3/15/17 0:00,Xuất bán T03/080 - 1000265 - LSX 44,LTCTEN1F310SC1,Teneriffa Chair_F310,600.00,"11,286.00",,,,,,,,,,,,
,_XBH011703/097,,3/18/17 0:00,Xuất bán T03/0107 - 1000260-1000261-1000264 - LSX 44,LTCPRI2F310SK1,Prisca Bench_F310,528.00,"12,545.28",,,,,,,,,,,,
,,,,,LTTSQU1F310SC1,Square Table_F310,36.00,"2,167.92",,,,,,,,,,,,
,,,,,LTTREC1F310SC1,Rect Table_F310,54.00,"4,471.20",,,,,,,,,,,,
,,,,Xuất bán T03/0107 - 1000260-1000261-1000264 - LSX 44 Total,,,618.00,"19,184.40",,,,,,,,,,,,
,XBH011611/034,,11/11/16 0:00,Xuất bán T11/34 - LT-NO 1000264-1000265 -  lsx 44,LTCPRI2F310SK1,Prisca Bench_F310,198.00,"4,704.48",,,,,,,,,,,,
,,,,,LTCTEN1F310SC1,Teneriffa Chair_F310,400.00,"7,524.00",,,,,,,,,,,,
,,,,Xuất bán T11/34 - LT-NO 1000264-1000265 -  lsx 44 Total,,,598.00,"12,228.48",,,,,,,,,,,,
,XBH011611/035,,11/11/16 0:00,Xuất bán T11/35 - LT-NO 1000265 -  lsx 44,LTCTEN1F310SC1,Teneriffa Chair_F310,600.00,"11,286.00",,,,,,,,,,,,
,XBH011611/036,,11/11/16 0:00,Xuất bán T11/36 - LT-NO 1000264 -  lsx 44,LTCPRI2F310SK1,Prisca Bench_F310,660.00,"15,681.60",,,,,,,,,,,,
,XBH011611/037,,11/11/16 0:00,Xuất bán T11/37 - LT-NO 1000262 -  lsx 44,LTCPRI1F310SK1,Prisca Chair_F310,"1,512.00","21,258.72",,,,,,,,,,,,
,XBH011611/038,,11/11/16 0:00,Xuất bán T11/38 - LT-NO 1000262 -  lsx 44,LTCPRI1F310SK1,Prisca Chair_F310,"1,512.00","21,258.72",,,,,,,,,,,,
,XBH011611/045,,11/15/16 0:00,Xuất bán T11/45 - LT-NO/1000260-1000261 -  lsx 44,LTTSQU1F310SC1,Square Table_F310,264.00,"15,898.08",,,,,,,,,,,,
,,,,,LTTREC1F310SC1,Rect Table_F310,240.00,"19,872.00",,,,,,,,,,,,
,,,,Xuất bán T11/45 - LT-NO/1000260-1000261 -  lsx 44 Total,,,504.00,"35,770.08",,,,,,,,,,,,
,XBH011611/046,,11/15/16 0:00,Xuất bán T11/46 - LT-NO/1000263 -  lsx 44,LTCSOS1F310SP1,Sosan Chair_F310,572.00,"17,497.48",,,,,,,,,,,,
,XBH011611/047,,11/15/16 0:00,Xuất bán T11/47 - LT-NO/1000263 -  lsx 44,LTCSOS1F310SP1,Sosan Chair_F310,429.00,"13,123.11",,,,,,,,,,,,
,,,,,LTTSQU1F310SC1,Square Table_F310,30.00,"1,806.60",,,,,,,,,,,,
,,,,,LTTREC1F310SC1,Rect Table_F310,55.00,"4,554.00",,,,,,,,,,,,
,,,,Xuất bán T11/47 - LT-NO/1000263 -  lsx 44 Total,,,514.00,"19,483.71",,,,,,,,,,,,
,XBH011701/096,,1/22/17 0:00,Xuất bán T01/096  - LT-NO/1000262 - LSX 44,LTCPRI1F310SK1,Prisca Chair_F310,"1,512.00","21,258.72",,,,,,,,,,,,
,XBH011701/097,,1/22/17 0:00,Xuất bán T01/097  - LT-NO/1000262 - LSX 44,LTCPRI1F310SK1,Prisca Chair_F310,"1,512.00","21,258.72",,,,,,,,,,,,
,XBH011701/098,,1/22/17 0:00,Xuất bán T01/098  - LT-NO/1000260-1000261-1000262 - LSX 44 ,LTCSOS1F310SP1,Sosan Chair_F310,198.00,"6,056.82",,,,,,,,,,,,
,,,,,LTTSQU1F310SC1,Square Table_F310,172.00,"10,357.84",,,,,,,,,,,,
,,,,,LTTREC1F310SC1,Rect Table_F310,154.00,"12,751.20",,,,,,,,,,,,
,,,,Xuất bán T01/098  - LT-NO/1000260-1000261-1000262 - LSX 44  Total,,,524.00,"29,165.86",,,,,,,,,,,,
,XBH011701/099,,1/22/17 0:00,Xuất bán T01/099  - LT-NO/1000260-1000261-1000264-1000263 - LSX 44 ,LTCPRI2F310SK1,Prisca Bench_F310,396.00,"9,408.96",,,,,,,,,,,,
,,,,,LTCSOS1F310SP1,Sosan Chair_F310,220.00,"6,729.80",,,,,,,,,,,,
,,,,,LTTREC1F310SC1,Rect Table_F310,5.00,414.00,,,,,,,,,,,,
,,,,Xuất bán T01/099  - LT-NO/1000260-1000261-1000264-1000263 - LSX 44  Total,,,621.00,"16,552.76",,,,,,,,,,,,
,XBH011701/100,,1/22/17 0:00,Xuất bán T01/100  - LT-NO/1000265-1000261-1000264-1000263 - lsx 44,LTCPRI2F310SK1,Prisca Bench_F310,165.00,"3,923.70",,,,,,,,,,,,
,,,,,LTCTEN1F310SC1,Teneriffa Chair_F310,420.00,"7,900.20",,,,,,,,,,,,
,,,,,LTTSQU1F310SC1,Square Table_F310,5.00,301.10,,,,,,,,,,,,
,,,,Xuất bán T01/100  - LT-NO/1000265-1000261-1000264-1000263 - lsx 44 Total,,,590.00,"12,125.00",,,,,,,,,,,,
,XHM011605/004,,5/13/16 0:00,Xuất hàng mẫu chào hàng- LSXM 44+36 theo phiếu yêu cầu xuất xưởng được duyệt ngày 13/5/2016 mẫu không thu tiền,LTSAM00116WI,Mẫu LTGL-SS17-11_LSX16036,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00117WI,Mẫu Bella set_LSX16036,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00118WI,Mẫu Thessaly set_LSX16044,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00119WI,Mẫu Obi set_LSX16044,1.00,0.00,,,,,,,,,,,,
,,,,Xuất hàng mẫu chào hàng- LSXM 44+36 theo phiếu yêu cầu xuất xưởng được duyệt ngày 13/5/2016 mẫu không thu tiền Total,,,4.00,0.00,,,,,,,,,,,,
,XHM011608/005,,8/20/16 0:00,"Xuất mẫu cho khách hàng  đi test theo phiếu yêu cầu xuất xưởng ngày 20/8/2016,cước vận chuyển khách hàng chịu",LTSAM00218WI,Mẫu Square Table _F310,2.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00219WI,Mẫu Rect Table,2.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00220WI,Mẫu Prisca Chair _F310,4.00,0.00,,,,,,,,,,,,
,,,,"Xuất mẫu cho khách hàng  đi test theo phiếu yêu cầu xuất xưởng ngày 20/8/2016,cước vận chuyển khách hàng chịu Total",,,8.00,0.00,,,,,,,,,,,,
,XHM011609/002,,9/5/16 0:00,Xuất mẫu đi test theo phiếu yêu càu xuất xưởng ngày 5/9/2016 ,LTSAM00064WI,Mẫu Prisca bench_F310,1.00,0.00,,,,,,,,,,,,
NOR49GLO Total,,,,,,,"14,118.00","330,560.87",,,,,,,,,,,,
NOR49NOR,XHM011609/006,,9/27/16 0:00,"Xuất mẫu theo phiếu yêu cầu xuất xưởng ngày 27/9/2016, phí test lại PKD chịu",LTSAM00064WI,Mẫu Prisca bench_F310,1.00,0.00,,,,,,,,,,,,
,XHM011610/002,,10/20/16 0:00,Xuất mẫu theo phiếu yêu cầu xuất xưởng ngày 20/10/2016,LTCSS1030,Mẫu nệm LT-ME55,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00064WI,Mẫu Prisca bench_F310,2.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00202WI,Mẫu LT-ME60,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00218WI,Mẫu Square Table _F310,2.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00220WI,Mẫu Prisca Chair _F310,2.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00221WI,Mẫu Sosan NewGas Chair _F310,2.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00222WI,Mẫu Teneriffa Chair _F310,2.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00254WI,Mẫu Rect Table_F310,2.00,0.00,,,,,,,,,,,,
,,,,Xuất mẫu theo phiếu yêu cầu xuất xưởng ngày 20/10/2016 Total,,,14.00,0.00,,,,,,,,,,,,
,XKC011704/026,,4/13/17 0:00,Xuất mẫu đi đối chứng theo phiếu yêu cầu xuất xưỏng ngày 13.4.2017-,LTSAM00393WI,Mẫu Muskoka Armchair_F310,2.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00405WI,Mẫu Roma Set_Left Armchair_H224,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00406WI,Mẫu Roma Set_Right Armchair_H224,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00407WI,Mẫu Roma Set_Armchair_H224,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00408WI,Mẫu Roma Set_Corner Chair_H224,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00409WI,Mẫu Roma Set_Table_H224,1.00,0.00,,,,,,,,,,,,
,,,,Xuất mẫu đi đối chứng theo phiếu yêu cầu xuất xưỏng ngày 13.4.2017- Total,,,7.00,0.00,,,,,,,,,,,,
NOR49NOR Total,,,,,,,22.00,0.00,,,,,,,,,,,,
NOR49TES,XHM011605/005,,5/14/16 0:00,Xuất hàng mẫu chào hàng- LSXM 47 theo phiếu yêu cầu xuất xưởng được duyệt ngày 14/5/2016 mẫu không thu tiền,LTSAM00120WI,Mẫu Visbi Chair_LSX16047,1.00,0.00,,,,,,,,,,,,
,,,,,LTSAM00121WI,Mẫu Sectional Roma Set_DAN,1.00,0.00,,,,,,,,,,,,
